H3 Content	OS Content	GK Content
<003v>	и по седⸯми дь҆ниї и҅ꙁиде а҅урилиꙗнъ	Καὶ μεθ' ἡμέρας ἑπτὰ ἀναστὰς... ὁ Αὐριλλιανὸς
<003v>	и҅ сѣде на сѫдишти· и҅ принесошѧ ѥ҅-	ἐκαθέσθη πρὸ βήματος καὶ ἐκέλευσεν
<003v>	ликоже бѣаше о҄у н҄его коумирь· съре-	τοῖς ἱερεῦσιν ἐνεγκεῖν ὅσα ὑπῆρχεν αὐτοῖς εἴδωλα ἀρ-
<003v>	брь҆нꙑ и ꙁлатꙑ· о҄украшенꙑ каме-	γυρᾶ τε καὶ χρυσᾶ, κεκοσμημένα λί-
<003v>	ниѥ҅мъ многоцѣнънꙑи҅мъ· и҅ поста-	θοις τιμίοις καὶ πολυτελέσιν. Καὶ ἔστη-
<004r>	ви ѧ по чиноу· подъстълавъ подъ но-	σαν αὐτὰ ἐνώπιον Αὐριλλιανοῦ στρώσαντος ὑπὸ τοὺς πόδ-
<004r>	гꙑ и҅хъ багърѣницѫ цѣсарь҆скѫ· и҅ рече	ας αὐτοῦ πορφύραν βασιλικήν. Καὶ εἶπεν... ·
<004r>	ꙁови паула и҅ ӱлиꙗ҅ниѭ҄· и҅ постави ꙗ	„Καλέσατε Παῦλον καὶ Ἰουλιανήν... ”. Ἔστησεν αὐτοὺς
<004r>	прѣдъ сѫдииштемъ· и҅ прѣтꙙ и҅ма ре-	πρὸ βήματος καὶ ἀπειλούμενος αὐτοῖς... εἶ-
<004r>	че· пристѫпьша пожь҆рѣта богомъ·	πεν· „Προσελθόντες θύσατε τοῖς θεοῖς·
<004r>	а не надѣи҅та сꙙ и҅ꙁбѣжати рѫкоу мо-	μὴ γὰρ νομίσητε ἐκφυγεῖν μου τὰς χεῖρ-
<004r>	ѥ҅ю҄· Ст꙯ъи҅ же паулъ о҅склабивъ сѧ рече·	ας”. Ὁ δὲ Παῦλος μειδιάσας εἶπεν·
<004r>	не о҅ставьѭ҄ бога сътворьшааго небо и	„Οὐ καταλιμπάνομεν... τὸν θεὸν τὸν ποιήσαντα τὸν οὐρανὸν καὶ
<004r>	ꙁемь҆ѭ҄· и҅ поклон҄ѭ сꙙ коумиремъ·	τὴν γῆν καὶ προσκυνοῦμεν εἰδώλοις”.
<004r>	Аурилиꙗ҅нъ рече · ꙁълосъмрь҆ть҆не и҅ не-	Αὐριλλιανὸς εἶπεν· „Βιοθάνατε,
<004r>	прѣподобь҆не· коумири ли ти сꙙ мь҆нꙙ-	εἴδωλά σοι δοκοῦσιν εἶν-
<004r>	тъ а не боꙁи· не видиши ли каци сѫтъ·	αι καὶ οὐχὶ θεοί; ἢ οὐχ ὁρᾷς πῶς χρηματίζουσιν”.
<004r>	Ст꙯ъи же паулъ отъвѣштавъ рече· сего	Ἀποκριθεὶς δὲ ὁ Παῦλος εἶπεν· „Τοῦτον
<004r>	диꙗ· ѥ҅гоже мѣниши богоу бꙑти· чло-	τὸν Δία, ὃν λέγεις εἶναι θεόν, ἄν-
<004r>	вѣкъ бѣ о҄ученикъ сотонинъ· навꙑкъ	θρωπος ἦν υἱὸς τῶν ἀποστατῶν, μεμαθηκὼς
<004r>	ꙁѣло хꙑтрость҆ вль҆шебънѫѭ҄· блѫдь-	ἀκριβῶς τέχνην τὴν μαγικήν, ἄσῳτ-
<004r>	никъ сꙑ и҅ꙁлиха паче вь҆сѣхъ чловѣкъ·	ος δὲ ὑπάρχων εἰς ὑπερβολὴν ὑπὲρ πάντας· ἀνθρώπους
<004r>	живѫштиихъ· видѧ чловѣчьскꙑ до-	τοὺς κατὰ τὸν βίον ὄντας, θεωρῶν τὰς τῶν ἀνθρώπων περι-
<004r>	брꙑѧ женꙑ и дьштери· тѣмъ похотꙙ	καλλεῖς γυναίκας καὶ θυγατέρας τούτων ὁρῶν
<004r>	и҅ вь лице бесѣдоуѧ и҅мъ· и҅ съвъкоупл҄ѣ-	καὶ αὐτοψεῖ ὁμιλῶν αὐταῖς καὶ συμμιγνύμ-
<004r>	ѧ сꙙ сь҆ н҄ими· прѣврати ѧ чисти ї а҅кꙑ	ενος,
<004r>	бога· своѥ҅ѭ҄ вльхвовънѫѭ҄ хꙑтростиѭ҄	
<004r>	и҅ꙁмѣнꙗѧ҅ сꙙ· и҅же прѣтварѣше сꙙ о҅во-	ποτὲ μὲν ἀλλοιούμενος μετεβάλλετο
<004r>	гда тоуромъ бꙑвъ· о҅вогда же крила-	εἰς ταῦρον, ποτὲ δὲ ἀφομοιούμενος πετει-
<004r>	тамъ пⸯтицамъ подобꙙ сꙙ· о҅рълоу и҅ стръ-	νῷ ἢ ἀετῷ ἢ κύκ-
<004r>	коу· и҅же тѣмъ и҅ꙁмѣн҄ениїмъ прѣль-	νῳ...
<004r>	сти женꙑ доброродь҆нꙑѧ· о҅вѣмъ бо	δι' ἀλλοιώσεως... ἠπάτ-
<004r>	ꙗ҅ви сꙙ въ ꙁлато прѣложь҆ сꙙ· и богать-	ησεν εἰς χρυσὸν...
<004r>	ство о҅бѣштаваѧ· нъ да не вь҆сего по рꙙ-	μεταβαλλόμενος. Καὶ ἵνα μὴ τὰ ἀσελγήματα τούτου
<004r>	доу и҅ꙁглагол҄ѫ вѣдѣ бо ꙗ҅ко гнѣвае҅ши	λέγω, οἶδα γὰρ ὅτι χολᾷς...
<004r>	сꙙ·	
<004v>	Сии҆ же и҅же блиꙁъ диꙗ· глагол҄емꙑи҆ а҅по-	Οὗτος ὁ πλησίον ἑστὼς τοῦ Διὸς ὁ λεγόμενος Ἀπόλ-
<004v>	лонъ· не о҅тъ блѫда ли роди сꙙ· о҅тъ же-	λων οὐχὶ ἐκ πορνείας ἐγεννήθη, ἐκ γυν-
<004v>	нꙑ рекомꙑѧ литоус· ꙗ҅же не роди ли	αικὸς τῆς λεγομένης Λητώ, ἥτις
<004v>	того въ поустꙑн҄и а҅сии҅стѣи посрѣдѣ	τοῦτον ἔτεκεν ἐπ' ἐρημίᾳ τῆς Ἀσίας μέσον
<004v>	дъвою҄ дѫбоу· ꙗ҅ко и҅ тъ сь҆твори дѣла	δύο φυτῶν; Ὃς καὶ αὐτὸς ἐποίησεν ἔργα
<004v>	непрѣподобьна· подражаѧ о҅ть҆ца сво-	οὐχ ὅσια μιμούμενος τὸν ἑαυτὸν πατέρα.
<004v>	ѥ҅го· такожде же и҅ дио҅нусь҆· нарочи-	Ὁμοίως δὲ καὶ Διόνυσος ὁ ἐπισημότερ-
<004v>	тꙑи҆ вашь богъ· нѣ ли ї тъ о҅тъ блѫда	ος ὑμῶν θεός, οὐχὶ καὶ αὐτὸς ἐκ πορνείας
<004v>	родилъ сꙙ· бꙑвъ о҅тъ семелиѧ кадⸯмо-	ἐγεννήθη ἐκ τῆς Σεμέλης τῆς Κάδ-
<004v>	вꙑ· ̒А҅урилиꙗнъ рече· ѫ҅роде непрѣпо-	μου;” Αὐριλλιανὸς εἶπεν· „Λῆρε καὶ ἀνόσ-
<004v>	добьнꙑи· о҅тъ крона и҅ е҅реѧ раждаѭ҄-	ιε, ἐκ τῆς Ἥρας γεννᾶτ-
<004v>	тъ сꙙ матери божь҆скꙑѧ· паулъ о҅скла-	αι τῆς μητρὸς τῶν θεῶν”. Παῦλος μειδιάσ-
<004v>	бивъ сꙙ рече· то ѥ҅стъ ли богъ женѫ и҅-	ας εἶπεν· „Ἔστιν θεὸς... γυναῖκα ἔχ-
<004v>	мꙑ· ̓Аурилиꙗнъ рече· непрѣподобь-	ων;”. Αὐριλλιανὸς εἶπεν· „Ἕως πότε βλασ-
<004v>	нꙑи ѫ҅роде· доколѣ хоулꙑ глагол҄е-	φημεῖς, ἀνόσιε,
<004v>	ши о боꙁѣхъ много блꙙдꙑ· и҅ досажда-	κατὰ τῶν θεῶν πολλὰ φλυαρ-
<004v>	ѧ· а҅ х꙯с вашъ ѥ҅гоже глагол҄ете вꙑ крь҆-	ῶν· οὐχὶ καὶ ὁ ὑμέτερος Χριστός, ὃν λέγετε ὑμεῖς οἱ Χρισ-
<004v>	стиꙗ҅ни бꙑти богоу небесьскоуоумꙋ·	τιανοὶ εἶναι θεὸν οὐράνιον,
<004v>	не о҅тъ женꙑ ли роди сꙙ· Ст꙯ꙑи҅ же пау-	ἐκ γυναικὸς ἐγεννήθη;”. Παῦλ-
<004v>	лъ о҅тъвѣштавъ рече· нѣси о҄убо достои҅-	ος εἶπεν· ,,Οὐκ εἶ ἄξι-
<004v>	нⸯнъ слꙑшати таи҅нъ бж꙯иї· да не блꙙдь҆-	ος ἀκοῦσαι τὸ μυστήριον τοῦ θεοῦ ἵνα δὲ μὴ διὰ τῆς πιθαν-
<004v>	ми своими прѣльстиши о҅тъ прѣдьсто-	ολογίας σου ταύτης πολλοὺς τῶν παρεστώτ-
<004v>	ѧ҅штиїхъ сихъ и҅ погоубиши· потрѣ-	ων... ἀπολέσῃς, ἀναγ-
<004v>	ба ѥ҅стъ решти· въ начꙙло сътвори бо-	καῖον εἰπεῖν· ἐν ἀρχῇ ποιήσας ὁ θε-
<004v>	гъ небо и ꙁемьѭ҄ и вⸯса ꙗ҅же на н҄ею҄· по-	ὸς τὸν οὐρανὸν καὶ τὴν γῆν... καὶ πάντα τὰ ἐν αὐτοῖς ἔσ-
<004v>	слѣжде же вь҆сѣхъ съꙁъда чловѣка по	χατον πάντων ἔπλασεν καὶ τὸν ἄνθρωπον κατ'
<004v>	о҅браꙁоу своѥ҅моу· и҅же ѥ҅стъ о҅ благои҅-	εἰκόνα ἑαυτοῦ... ὅπερ ἐστὶν κατὰ τὴν ἀρετ-
<004v>	ꙁвол҄ениї· беꙁьлобьно непорочь҆но· пра-	ὴν ἄκακον, ἄμεμπτον, δίκ-
<004v>	вьдⸯно богочьстиво· и҅ посади ї въ раи	αιον, θεοσεβῆ, καὶ ἔθετο αὐτὸν ἐν τῷ παραδείσῳ
<004v>	пиштꙙ· врѧмени же прѣшедъшоу·	τῆς τρυφῆς... Χρόνου δὲ διελθόντος
<005r>	рече богъ· не добро ѥ҅стъ бꙑти чловѣ-	εἶπεν ὁ θεός· οὐ καλὸν εἶναι τὸν ἄνθρωπ-
<005r>	коу ѥдⸯномоу· сътворимъ ѥ҅моу по-	ον μόνον· ποιήσωμεν αὐτῷ βο-
<005r>	мошть҆ подобь҆нѫ ѥ҅моу· сътворимⸯ	ηθὸν κατ' αὐτόν... „Ποιήσωμεν”...
<005r>	рекⸯше о҅ц꙯ь и҅ сн꙯ъ· ничⸯсоже бо творитⸯ	τουτέστιν ὁ πατὴρ καὶ ὁ υἱὸς... οὔτε γὰρ ποιεῖ
<005r>	о҅ц꙯ъ бе сн꙯а· ни сн꙯ъ творитъ ничь҆со-	ὁ πατὴρ ἄνευ τοῦ υἱοῦ, οὔτε ὁ υἱὸς ἄν-
<005r>	же беꙁъ о҅ц꙯а· и҅ рече· наведе г꙯ь о҄ужасть	εν τοῦ πατρός, καί φησιν· ἐπήγαγεν ὁ θεὸς ἔκστασ-
<005r>	сь҆на а҅дама· и҅ приїмъ ѥ҅дⸯно о҅тъ ребрⸯ	ιν ἐπὶ τὸν Ἀδάμ... καὶ λαβὼν μίαν τῶν πλευρῶν
<005r>	ѥ҅го· сътвори ѥ҅моу женѫ· о҅тъ свои҅хъ	αὐτοῦ ἐποίησεν αὐτῷ γυναῖκα ἐκ τῶν ἰδίων
<005r>	ѥ҅моу о҄удовъ· и҅ бѣа҅ше съ а҅дамомъ	αὐτοῦ μελῶν, καὶ ἦν μετὰ τοῦ Ἀδὰμ
<005r>	е҅уа въ раи҆· ѭ҄же видѣвъ диꙗ҅волъ и҅	ἐν τῷ παραδείσῳ. Ἣν ἰδὼν ὁ διάβολος
<005r>	въꙁдревъновавъ· сътвори погꙑбѣль҆	πρὸς βραχὺ ἀποχωρισθεῖσαν
<005r>	и҅ма· о҅тълѫчивъшоу бо сꙙ а҅дамоу	τοῦ Ἀδάμ
<005r>	на о҅но мѣсто породꙑ· и҅ е҅угѫ ѥ҅динѫ	εἰς ἕτερον μέρος τοῦ παραδείσου
<005r>	о҅ставивⸯшоу· пристѫпи диꙗ҅волъ·	
<005r>	и҅ о҄уподобивъ сꙙ ꙁмиї прѣль҆сти ѭ҆·	ἠπάτησεν αὐτὴν ἐνδυσάμενος ὄφιν·
<005r>	и҅ та жена прѣль҆сти а҅дама· и҅ бѣа҅ста	καὶ αὐτὴ ἡ γυνὴ ἠπάτησεν τὸν ἄνδρα.
<005r>	о҅ба въ прѣслоушаниї бж꙯ии бꙑвъша·	Ἀμφότεροι δὲ ἐν παρακοῇ θεοῦ γενόμενοι
<005r>	и҅ їꙁгънана бꙑста и҅с породънꙑѧ пи-	ἐξεβλήθησαν ἔξω τοῦ παραδείσου τῆς τρυφ-
<005r>	штꙙ· дѣлати ꙁемь҆ѭ҄ рѫкама свои҅ма·	ῆς ἐργάζεσθαι τὴν γῆν ἐν ταῖς χερσὶν αὐτῶν,
<005r>	и҅ троудноѥ житиѥ вь҆сприїмъша· жи-	καὶ μοχθηρὸν βίον ἀναλαβόντες ἔζησ-
<005r>	ста девꙙть сътъ· и҅ л꙯ лѣтъ· родивъ-	αν ἐννακόσια τριάκοντα ἔτη γεννήσαν-
<005r>	ша сн꙯ꙑ и҅ дьштери· о҅тъ н҄ихъже и҅спⸯ-	τες υἱοὺς καὶ θυγατέρας, ἐξ ὧν ἐπληρ-
<005r>	лъни сꙙ миръ вь҆сь҆· а҅дамоу же о҅тъ о҅-	ώθη ὁ κόσμος. Τοῦ δὲ Ἀδὰμ ἐκ τῆς παρ-
<005r>	слоушаниꙗ конець приѥ҅мⸯшоу по де-	ακοῆς τέλος... λαβόντος μετὰ ἐν-
<005r>	вꙙти сътъ и҅ тридесꙙти лѣтѣхъ·	νακόσια τριάκοντα ἔτη...
<005r>	и҅ вь҆сѣмъ о҆тⸯцемъ нашимъ съведе-	ὁ διάβολος πάντας τοὺς πατέρας ἡμῶν κατέσ-
<005r>	номъ бꙑвъшемъ въ а҅дъ· жити въ	πασεν ἐν τῷ ᾅδῃ παροικεῖν
<005r>	сь҆мрьти· и҅ не бѣа҅ше раꙁличиꙗ по-	τῷ θανάτῳ. Καὶ οὐκ ἦν δια-
<005r>	срѣдоу праведⸯнааго и҅ грѣшнааго·	φορὰ ἀναμέσον τοῦ δικαίου καὶ ἀναμέσον τοῦ ἁμαρτωλοῦ,
<005r>	нъ бѣа҅ше правⸯдивꙑи҆· ꙗ҅ко нечь-	ἀλλ' ἦν ὁ δίκαιος ὡς
<005v>	стивꙑи҆· и҅ грѣшънꙑи҆ ꙗ҅ко праведъ-	ὁ ἁμαρτωλός,
<005v>	нꙑи҆· ꙗ҅коже блаженꙑи҆ паулъ а҅посто-	καθὼς καὶ ὁ μακάριος Παῦλος,
<005v>	лъ свѣтило црьквьноѥ҆ сьвѣдѣтел҄ь-	ὁ λύχνος τῆς ἐκκλησίας, ἐμαρ-
<005v>	ствова глагол҄ꙙ· цѣсарьствова съ҆мрь҆-	τύρησεν λέγων· ἐβασίλευσεν ὁ θάνατ-
<005v>	ть҆ о҅тъ а҅дама дожи ї до мѡ҄сеа҆· и҅ не о	ος ἀπὸ Ἀδὰμ μέχρι Μωσέως καὶ ἐπὶ τοὺς μὴ
<005v>	съгрѣшивъшиїхъ· богъ же небесьскꙑи҆	ἁμαρτήσαντας... Ὁ οὖν θεὸς ὁ οὐράνιος
<005v>	по мноꙁѣхъ родѣхъ· о̑услꙑшавъ сте-	μετὰ πολλὰς γενεὰς εἰσακούσας τοῦ στεναγ-
<005v>	наниꙗ и҅ молитвꙑ дръжимꙑи҅хъ а҅до-	μοῦ καὶ τῆς δεήσεως τῶν κατεχομένων ὑπὸ τοῦ ᾅ-
<005v>	мъ· свои҅мъ словомъ· ѥ҅же ѥ҅стъ ѥ҅го ѥ-	δου ἐξαπέστειλεν τὸν ἴδιον αὐτοῦ λόγον
<005v>	дночꙙдꙑи сн꙯ъ· по строю҄ и҅ꙁволи чло-	πρὸς τὸ φορέσαι σάρκα ἀν-
<005v>	вѣческъ родъ въсприѧ҅ти· и҅ раꙁдрѣ-	θρωπίνην καὶ λῦσ-
<005v>	шити о҅слоушаниѥ послоушаниѥ҅мъ·	αι...
<005v>	ꙗ҅коже їѡ҄а҅нъ сь҆вѣдѣтел҄ьствоуѥ҅тⸯ	
<005v>	о҅ н҄емъ глагол҄ꙙ · въ начꙙло бѣ слово·	
<005v>	и҅ слово бѣ о҅тъ ба꙯· и҅ бъ꙯ бѣ слово· сиї бѣ	
<005v>	въ начꙙло о҅тъ б꙯а· вь҆са тѣмъ бꙑшꙙ·	
<005v>	и҅ бес того не бꙑстъ ни ѥдино· ѥ҅же бꙑс̂·	
<005v>	сиї о҄убо богъ слово небесъноѥ҆· о҅течь	Αὐτὸς οὖν ὁ θεὸς καὶ λόγος καὶ
<005v>	с꙯нъ· и҅же ѥ҅стъ сила и҅ мѫдрость о҅тьча·	υἱὸς τοῦ θεοῦ καὶ πατρὸς προαιώνιός ἐστιν σοφία αὐτοῦ καὶ δύναμις
<005v>	и҅ десница вꙑшь҆н҄ѣа҅го· благовѣсти	καὶ δεξιὰ αὐτοῦ· εὐηγγελίσθη
<005v>	сꙙ гауриїломъ а҅рⸯхагⸯг҄еломъ· дѣ-	διὰ Γαβριὴλ τοῦ ἀρχαγγέλου παρ-
<005v>	вѣ ст꙯ѣ и҅ прѣчистѣ о҅тъ рода цѣсарь҆-	θένῳ ἁγίᾳ καθαρᾷ τε... ἐκ γένους προφητ-
<005v>	ска сѫшти· и҅менемь мариꙗ· глаго-	ικοῦ τυγχανούσῃ... Τοῦ Γαβριὴλ εἰπόντ-
<005v>	л҄ѫштоу· дх꙯ъ ст꙯ꙑи вь҆нидетъ въ тꙙ	ος... πνεῦμα ἅγιον ἐπελεύσεται ἐπὶ σέ,
<005v>	и҅ сила вꙑшь҆нꙗа҅го о҅бьсѣнитъ тꙙ·	καὶ δύναμις ὑψίστου ἐπισκιάσει σοι·
<005v>	ꙁан҄е и҅ раждаѥ҅моѥ о҅тъ тебе с꙯то· на-	διὸ καὶ τὸ γεννώμενον ἐκ σοῦ ἅγιον κλη-
<005v>	рачетъ сꙙ с꙯нъ бж꙯иї· и҅ раждаѥ҅тъ сꙙ	θήσεται υἱὸς θεοῦ. Γεννᾶται
<005v>	о҅тъ свꙙтаа҅го дх꙯а· и҅ о҅тъ непорочь-	οὖν... διὰ τῆς ἀχράν-
<005v>	нꙑѧ и҅ прѣчистꙑѧ дѣвꙑ· миръска̓-	του καὶ καθαρᾶς παρθένου... διὰ τὴν τοῦ κόσ-
<005v>	го ради строꙗ и҅ съпасениꙗ· никⸯто-	μου οἰκονομίαν τε καὶ σωτηρίαν· οὐδεὶς
<006r>	же бо можааше свои҅ма о҅чима б꙯а бесплъ-	γὰρ ἠδύνατο αὐτοψεὶ θεὸν
<006r>	тъна видѣти· о҅гн҄ь бо ѥ҅стъ о҅палꙗѧ҅	ἰδεῖν· πῦρ γάρ ἐστιν καταναλίσκον
